kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
4,4,1,1,96,96,6,1,[4; 4; 1; 1; 96; 96; 6; 1],0.0016695942977094091,0.12945488802499566,tvm
16,8,197,1,64,64,4,1,[16; 8; 197; 1; 64; 64; 4; 1],0.0014748942339792848,0.14654416423745986,tvm
12,2,197,1,64,64,4,1,[12; 2; 197; 1; 64; 64; 4; 1],0.001475436367400107,0.1464903181409321,tvm
2,2,197,1,64,64,4,1,[2; 2; 197; 1; 64; 64; 4; 1],0.003266637748311041,0.06616501721652267,tvm
24,1,197,1,96,96,6,0,[24; 1; 197; 1; 96; 96; 6; 0],0.002348330750464811,0.0920386290620954,tvm
8,4,197,1,96,96,6,0,[8; 4; 197; 1; 96; 96; 6; 0],0.0025476873433945,0.08483660423149293,tvm
16,16,197,1,96,96,6,1,[16; 16; 197; 1; 96; 96; 6; 1],0.001020500711092609,0.21179519083894954,tvm
6,1,197,1,96,96,6,0,[6; 1; 197; 1; 96; 96; 6; 0],0.0016037816258176463,0.13476718985787792,tvm
2,2,197,1,96,96,6,0,[2; 2; 197; 1; 96; 96; 6; 0],0.004347135345597053,0.04971944181035332,tvm
4,1,197,1,96,96,6,0,[4; 1; 197; 1; 96; 96; 6; 0],0.0019140174372296315,0.11292328829040449,tvm
12,6,197,1,96,96,6,1,[12; 6; 197; 1; 96; 96; 6; 1],0.001918821482831845,0.1126405685943031,tvm
6,1,197,1,96,96,6,1,[6; 1; 197; 1; 96; 96; 6; 1],0.002151822624000488,0.10044375426043194,tvm
16,16,1,1,128,64,4,1,[16; 16; 1; 1; 128; 64; 4; 1],0.0006234636521185166,0.3466716016606795,tvm
12,12,197,1,96,16,1,1,[12; 12; 197; 1; 96; 16; 1; 1],0.001310560586716747,0.1649196115370871,tvm
16,1,1,1,32,16,1,1,[16; 1; 1; 1; 32; 16; 1; 1],0.0005588652929873206,0.38674282616803424,tvm
12,12,1,1,16,16,1,1,[12; 12; 1; 1; 16; 16; 1; 1],0.001046402336214669,0.20655261879385023,tvm
24,2,1,1,32,32,2,1,[24; 2; 1; 1; 32; 32; 2; 1],0.001973073922272306,0.10954335791343632,tvm
8,8,197,1,128,32,2,1,[8; 8; 197; 1; 128; 32; 2; 1],0.0011722442659447552,0.1843789294912438,tvm
24,3,197,1,16,16,1,1,[24; 3; 197; 1; 16; 16; 1; 1],0.0013295161170390202,0.1625682758464818,tvm
24,2,197,1,48,48,3,0,[24; 2; 197; 1; 48; 48; 3; 0],0.0014178302808431908,0.15244218280385788,tvm
24,3,1,1,32,32,2,1,[24; 3; 1; 1; 32; 32; 2; 1],0.001895948313176632,0.11399949110163685,tvm
24,2,197,1,16,16,1,0,[24; 2; 197; 1; 16; 16; 1; 0],0.0027457110463728895,0.07871809495127394,tvm
12,6,197,1,96,16,1,1,[12; 6; 197; 1; 96; 16; 1; 1],0.003939887094020378,0.054858714907129506,tvm
16,2,1,1,32,16,1,1,[16; 2; 1; 1; 32; 16; 1; 1],0.002657648186868755,0.08132646899053857,tvm
12,1,1,1,32,32,2,1,[12; 1; 1; 1; 32; 32; 2; 1],0.002121099360010703,0.10189864130459791,tvm
12,4,197,1,32,32,2,0,[12; 4; 197; 1; 32; 32; 2; 0],0.00133639607065561,0.16173135165767896,tvm
8,8,1,1,32,16,1,1,[8; 8; 1; 1; 32; 16; 1; 1],0.002977407593789394,0.07259239323093875,tvm
8,8,1,1,16,16,1,1,[8; 8; 1; 1; 16; 16; 1; 1],0.001972724609004217,0.10956275491805395,tvm
12,4,1,1,48,48,3,1,[12; 4; 1; 1; 48; 48; 3; 1],0.001009776640785276,0.21404450660401378,tvm
24,4,197,1,48,48,3,1,[24; 4; 197; 1; 48; 48; 3; 1],0.0009532386166029028,0.2267398100460932,tvm
12,6,1,1,16,16,1,1,[12; 6; 1; 1; 16; 16; 1; 1],0.0012634294216695707,0.17107179803643197,tvm
6,6,197,1,96,16,1,1,[6; 6; 197; 1; 96; 16; 1; 1],0.0014965145237511024,0.14442702655192566,tvm
24,1,197,1,32,32,2,0,[24; 1; 197; 1; 32; 32; 2; 0],0.002010753858485259,0.10749060206700946,tvm
6,6,197,1,128,64,4,1,[6; 6; 197; 1; 128; 64; 4; 1],0.0015321837108785985,0.141064770055024,tvm
24,8,197,1,32,32,2,1,[24; 8; 197; 1; 32; 32; 2; 1],0.002470133515089401,0.08750018634086677,tvm
6,3,197,1,64,16,1,1,[6; 3; 197; 1; 64; 16; 1; 1],0.0019963884697062895,0.10826407091448546,tvm
8,4,197,1,96,16,1,1,[8; 4; 197; 1; 96; 16; 1; 1],0.002104411891195923,0.10270667247290337,tvm
