kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
64,2,75,1,128,128,1,[64; 2; 75; 1; 128; 128; 1],0.03825068750302307,0.11951232434887026,tvm
640,40,3,1,256,64,1,[640; 40; 3; 1; 256; 64; 1],0.027531822997843847,0.1660416228807872,tvm
16,1,1,1,256,64,1,[16; 1; 1; 1; 256; 64; 1],0.03538556850980967,0.12918906672818523,tvm
20,2,75,1,256,64,1,[20; 2; 75; 1; 256; 64; 1],0.031169249734375626,0.14666469710969274,tvm
8,1,100,1,256,128,1,[8; 1; 100; 1; 256; 128; 1],0.03338379674823955,0.1369355500784865,tvm
64,64,20,1,320,64,1,[64; 64; 20; 1; 320; 64; 1],0.06087306555127725,0.0750977222853639,tvm
40,8,25,1,256,128,1,[40; 8; 25; 1; 256; 128; 1],0.02371772211336065,0.19274315423627456,tvm
320,64,4,1,64,64,0,[320; 64; 4; 1; 64; 64; 0],0.01764232174900826,0.2591171749651119,tvm
16,16,500,1,128,64,0,[16; 16; 500; 1; 128; 64; 0],0.022387544260709547,0.20419517738046386,tvm
40,8,1500,1,128,64,1,[40; 8; 1500; 1; 128; 64; 1],0.033968509756959975,0.13457842584607083,tvm
640,4,1500,1,64,64,0,[640; 4; 1500; 1; 64; 64; 0],0.039665544260060415,0.11524935953120359,tvm
40,5,75,1,64,64,0,[40; 5; 75; 1; 64; 64; 0],0.03822576251695864,0.1195902519773277,tvm
20,10,500,1,320,64,1,[20; 10; 500; 1; 320; 64; 1],0.022660295624518767,0.20173737568022812,tvm
640,2,50,1,64,64,1,[640; 2; 50; 1; 64; 64; 1],0.01863253436749801,0.2453465793361328,tvm
80,20,250,1,64,64,1,[80; 20; 250; 1; 64; 64; 1],0.017649640125455335,0.25900973271604516,tvm
8,2,5,1,256,64,1,[8; 2; 5; 1; 256; 64; 1],0.01826595261809416,0.2502704713522654,tvm
32,4,300,1,128,64,1,[32; 4; 300; 1; 128; 64; 1],0.016842631870531477,0.2714200848518764,tvm
16,2,1,1,128,64,1,[16; 2; 1; 1; 128; 64; 1],0.034323902742471546,0.13318498789975883,tvm
640,64,75,1,256,64,1,[640; 64; 75; 1; 256; 64; 1],0.05432750249747187,0.0841457523588776,tvm
320,4,2,1,64,64,1,[320; 4; 2; 1; 64; 64; 1],0.03644828201504424,0.12542233319918036,tvm
40,2,20,1,64,64,0,[40; 2; 20; 1; 64; 64; 0],0.03182446025311947,0.14364512500979418,tvm
