kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
1024,16,1,1,32,16,0,[1024; 16; 1; 1; 32; 16; 0],0.009745144438056741,0.051238019911942274,tvm
128,32,8,1,1024,16,1,[128; 32; 8; 1; 1024; 16; 1],0.03094846275052987,0.01613398083086876,tvm
64,2,8,1,256,16,0,[64; 2; 8; 1; 256; 16; 0],0.008565351934521459,0.05829555032636281,tvm
4096,32,64,1,256,16,1,[4096; 32; 64; 1; 256; 16; 1],0.016691613374860026,0.029914538130505437,tvm
4096,16,8,1,512,64,1,[4096; 16; 8; 1; 512; 64; 1],0.024787757749436423,0.020143891585888096,tvm
1024,4,4,1,128,128,0,[1024; 4; 4; 1; 128; 128; 0],0.006357262063829694,0.07854354590836342,tvm
8,2,16,1,256,16,0,[8; 2; 16; 1; 256; 16; 0],0.006625957066717092,0.07535845761362588,tvm
256,8,64,1,256,128,1,[256; 8; 64; 1; 256; 128; 1],0.003417963282117853,0.14608755669619505,tvm
64,8,1,1,64,16,0,[64; 8; 1; 1; 64; 16; 0],0.004513583313382696,0.1106264956451394,tvm
16,8,2,1,64,16,0,[16; 8; 2; 1; 64; 16; 0],0.0033942595910048112,0.1471077539517504,tvm
256,2,2,1,16,16,0,[256; 2; 2; 1; 16; 16; 0],0.004466464750294108,0.1117935397853583,tvm
16,2,2,1,256,64,1,[16; 2; 2; 1; 256; 64; 1],0.00369946453065495,0.13497139940776923,tvm
64,32,64,1,512,128,0,[64; 32; 64; 1; 512; 128; 0],0.013271659627207555,0.03762316988135156,tvm
512,16,8,1,64,64,1,[512; 16; 8; 1; 64; 64; 1],0.014840257746982388,0.03364644423803466,tvm
128,16,4,1,256,64,1,[128; 16; 4; 1; 256; 64; 1],0.003513225969072664,0.14212632752845772,tvm
8,1,64,1,32,16,1,[8; 1; 64; 1; 32; 16; 1],0.002729518906562589,0.18293403411179307,tvm
128,16,32,1,32,16,1,[128; 16; 32; 1; 32; 16; 1],0.004133444719627732,0.12080043127004124,tvm
512,1,4,1,32,16,1,[512; 1; 4; 1; 32; 16; 1],0.01644329761620611,0.030366287615556223,tvm
64,1,4,1,256,64,1,[64; 1; 4; 1; 256; 64; 1],0.003511297811201075,0.142204373314352,tvm
1024,1,32,1,256,16,0,[1024; 1; 32; 1; 256; 16; 0],0.017417400755221024,0.02866799195696456,tvm
2048,1,16,1,512,16,1,[2048; 1; 16; 1; 512; 16; 1],0.03352061673649587,0.014895964137147383,tvm
256,4,64,1,128,64,0,[256; 4; 64; 1; 128; 64; 0],0.001937921062562964,0.25765853646357256,tvm
32,16,64,1,1024,64,1,[32; 16; 64; 1; 1024; 64; 1],0.015232079749694094,0.03278094081485706,tvm
512,16,8,1,1024,64,0,[512; 16; 8; 1; 1024; 64; 0],0.05009038251591846,0.009968418680037488,tvm
8,2,8,1,512,128,1,[8; 2; 8; 1; 512; 128; 1],0.00403401103176293,0.12377802163413837,tvm
2048,4,8,1,16,16,0,[2048; 4; 8; 1; 16; 16; 0],0.008586967567680404,0.05814880524776298,tvm
64,8,16,1,128,16,0,[64; 8; 16; 1; 128; 16; 0],0.0029211047494754894,0.17093598059143977,tvm
256,64,4,1,128,16,1,[256; 64; 4; 1; 128; 16; 1],0.013729128375416622,0.036369526972738535,tvm
32,8,64,1,512,128,1,[32; 8; 64; 1; 512; 128; 1],0.00645027981227031,0.07741089058059918,tvm
128,64,4,1,128,128,1,[128; 64; 4; 1; 128; 128; 1],0.0031382266570290085,0.1591095734412689,tvm
2048,2,32,1,512,16,1,[2048; 2; 32; 1; 512; 16; 1],0.03348324800026603,0.014912588669950346,tvm
4096,16,8,1,1024,16,0,[4096; 16; 8; 1; 1024; 16; 0],0.06611946952762082,0.007551813532825116,tvm
16,8,8,1,128,128,0,[16; 8; 8; 1; 128; 128; 0],0.0012928497735629207,0.38621803938275096,tvm
4096,8,4,1,256,64,0,[4096; 8; 4; 1; 256; 64; 0],0.012375304751913063,0.04034825119637688,tvm
64,32,64,1,1024,128,0,[64; 32; 64; 1; 1024; 128; 0],0.012958855993929319,0.03853132599018124,tvm
256,2,4,1,512,64,1,[256; 2; 4; 1; 512; 64; 1],0.007438158689183183,0.06712977305633923,tvm
1,1,16,1,256,128,0,[1; 1; 16; 1; 256; 128; 0],0.04495399197912775,0.011107398537458946,tvm
128,8,8,1,256,16,1,[128; 8; 8; 1; 256; 16; 1],0.007732647623925004,0.06457321334764957,tvm
2048,8,16,1,128,128,1,[2048; 8; 16; 1; 128; 128; 1],0.006579514629265759,0.07589038597785239,tvm
2048,64,16,1,512,64,1,[2048; 64; 16; 1; 512; 64; 1],0.024713026883546263,0.02020480563205915,tvm
64,16,1,1,16,16,1,[64; 16; 1; 1; 16; 16; 1],0.0026145871397602605,0.19097543056365263,tvm
256,2,64,1,512,16,1,[256; 2; 64; 1; 512; 16; 1],0.01639917124703061,0.030447996257878994,tvm
64,32,1,1,512,128,1,[64; 32; 1; 1; 512; 128; 1],0.006275811931118369,0.07956291715595182,tvm
1024,1,2,1,256,16,1,[1024; 1; 2; 1; 256; 16; 1],0.018011087129707448,0.027723029774161956,tvm
64,16,2,1,512,128,0,[64; 16; 2; 1; 512; 128; 0],0.007162484682339709,0.0697135040292743,tvm
1024,32,1,1,256,16,1,[1024; 32; 1; 1; 256; 16; 1],0.016503010992892087,0.030256412298153637,tvm
1024,32,2,1,128,64,0,[1024; 32; 2; 1; 128; 64; 0],0.007656451685761567,0.06521583695100905,tvm
4,2,32,1,128,16,1,[4; 2; 32; 1; 128; 16; 1],0.00336074678125442,0.1485746880862978,tvm
512,2,32,1,64,64,0,[512; 2; 32; 1; 64; 64; 0],0.006552727252710611,0.07620062387845528,tvm
64,1,1,1,128,128,1,[64; 1; 1; 1; 128; 128; 1],0.0015983108278305735,0.3124060076847797,tvm
2048,64,4,1,32,16,0,[2048; 64; 4; 1; 32; 16; 0],0.016529892367543653,0.03020720847174543,tvm
2048,1,32,1,256,64,0,[2048; 1; 32; 1; 256; 64; 0],0.012512181114288978,0.039906863575662,tvm
4096,32,8,1,256,64,1,[4096; 32; 8; 1; 256; 64; 1],0.012530735257314518,0.03984777385432651,tvm
2,1,32,1,128,16,1,[2; 1; 32; 1; 128; 16; 1],0.005334421530278632,0.09360375851959035,tvm
8,8,1,1,512,16,1,[8; 8; 1; 1; 512; 16; 1],0.005426859559520381,0.09200936550604863,tvm
