i1,i2,i3,j1,j2,j3,k1,ku,nvr,pack_c,X,time,peak,backend
1,1,1,2048,32,32,14,7,2,1,[1; 1; 1; 2048; 32; 32; 14; 7; 2; 1],0.2745974670397118,0.0254572875053349,tvm
16,8,2,64,64,64,112,1,4,1,[16; 8; 2; 64; 64; 64; 112; 1; 4; 1],0.06426692102104425,0.10877301348196874,tvm
64,4,2,2048,2048,128,1792,14,8,1,[64; 4; 2; 2048; 2048; 128; 1792; 14; 8; 1],0.4953587440541014,0.014112008217428756,tvm
16,1,1,4096,2048,16,14336,14,1,1,[16; 1; 1; 4096; 2048; 16; 14336; 14; 1; 1],0.6690384290413931,0.010448587649416126,tvm
64,4,2,512,128,64,896,14,4,1,[64; 4; 2; 512; 128; 64; 896; 14; 4; 1],0.1411675229901448,0.0495192273590767,tvm
32,1,1,2048,64,64,16,16,4,1,[32; 1; 1; 2048; 64; 64; 16; 16; 4; 1],0.5200643340358511,0.013441619063584489,tvm
16,2,1,2048,256,16,1792,64,1,1,[16; 2; 1; 2048; 256; 16; 1792; 64; 1; 1],0.23467703396454453,0.0297877749201603,tvm
2,2,2,1024,512,64,896,8,4,0,[2; 2; 2; 1024; 512; 64; 896; 8; 4; 0],0.15359084797091782,0.04551382298501476,tvm
64,8,1,2048,16,16,1792,14,1,1,[64; 8; 1; 2048; 16; 16; 1792; 14; 1; 1],1.3104795180261135,0.005334312036555896,tvm
64,8,2,512,128,128,14336,7,8,1,[64; 8; 2; 512; 128; 128; 14336; 7; 8; 1],0.1702324440702796,0.041064479246862434,tvm
8,4,2,4096,64,16,1024,1,1,0,[8; 4; 2; 4096; 64; 16; 1024; 1; 1; 0],0.12556457391474396,0.05567260293825464,tvm
4,2,2,64,32,32,2048,4,2,0,[4; 2; 2; 64; 32; 32; 2048; 4; 2; 0],0.1675802640384063,0.04171437911724839,tvm
32,32,2,128,128,16,256,16,1,0,[32; 32; 2; 128; 128; 16; 256; 16; 1; 0],0.08376655448228121,0.08345224069285719,tvm
2,1,1,2048,64,64,8,8,4,0,[2; 1; 1; 2048; 64; 64; 8; 8; 4; 0],0.24868616298772395,0.02810975320332456,tvm
32,16,2,512,64,16,224,16,1,0,[32; 16; 2; 512; 64; 16; 224; 16; 1; 0],0.062459550506900996,0.11192054073290687,tvm
16,4,1,128,32,16,112,1,1,1,[16; 4; 1; 128; 32; 16; 112; 1; 1; 1],0.17555826099123806,0.039818728137296575,tvm
64,16,8,1024,64,16,1024,2,1,0,[64; 16; 8; 1024; 64; 16; 1024; 2; 1; 0],0.10377814597450197,0.06736010362320616,tvm
16,2,1,1024,256,32,28,1,2,1,[16; 2; 1; 1024; 256; 32; 28; 1; 2; 1],0.13513147307094187,0.0517311512100276,tvm
8,4,4,4096,64,32,128,4,2,0,[8; 4; 4; 4096; 64; 32; 128; 4; 2; 0],0.07407880597747862,0.0943658118462643,tvm
32,32,1,4096,4096,128,14336,4,8,0,[32; 32; 1; 4096; 4096; 128; 14336; 4; 8; 0],0.9349117969395593,0.007477183077109672,tvm
16,16,8,4096,128,32,7168,64,2,0,[16; 16; 8; 4096; 128; 32; 7168; 64; 2; 0],0.09335937100695446,0.0748773967869378,tvm
16,8,1,256,256,32,7168,32,2,1,[16; 8; 1; 256; 256; 32; 7168; 32; 2; 1],0.26349664898589253,0.026529774452808828,tvm
16,8,1,32,32,16,256,4,1,0,[16; 8; 1; 32; 32; 16; 256; 4; 1; 0],0.11387742799706757,0.06138623596984187,tvm
32,8,2,4096,4096,128,4,4,8,1,[32; 8; 2; 4096; 4096; 128; 4; 4; 8; 1],0.14108141500037163,0.04954945105029073,tvm
4,1,1,1024,1024,32,7168,28,2,1,[4; 1; 1; 1024; 1024; 32; 7168; 28; 2; 1],0.2671762889949605,0.02616439764532594,tvm
32,32,2,128,32,32,7168,1,2,1,[32; 32; 2; 128; 32; 32; 7168; 1; 2; 1],0.19209425593726337,0.036391023940610265,tvm
16,2,2,4096,256,32,3584,4,2,1,[16; 2; 2; 4096; 256; 32; 3584; 4; 2; 1],0.2962173909181729,0.02359924461220349,tvm
16,16,16,4096,1024,16,14336,14,1,0,[16; 16; 16; 4096; 1024; 16; 14336; 14; 1; 0],0.10486175899859518,0.06666402255144621,tvm
64,8,2,2048,1024,128,14,1,8,0,[64; 8; 2; 2048; 1024; 128; 14; 1; 8; 0],0.12896491901483387,0.054204714895084,tvm
32,4,2,1024,128,16,7168,56,1,0,[32; 4; 2; 1024; 128; 16; 7168; 56; 1; 0],0.1811252359766513,0.038594879553768016,tvm
64,4,1,256,64,32,1792,8,2,0,[64; 4; 1; 256; 64; 32; 1792; 8; 2; 0],0.30787823302671313,0.02270542674596984,tvm
64,8,1,256,128,32,112,56,2,0,[64; 8; 1; 256; 128; 32; 112; 56; 2; 0],0.20789864205289632,0.0336245903178533,tvm
64,64,1,256,256,128,14336,1,8,0,[64; 64; 1; 256; 256; 128; 14336; 1; 8; 0],0.3024485750356689,0.023113042162100614,tvm
16,2,2,2048,256,16,7168,14,1,0,[16; 2; 2; 2048; 256; 16; 7168; 14; 1; 0],0.18243833701126277,0.038317092674634005,tvm
64,2,2,2048,1024,32,7168,14,2,0,[64; 2; 2; 2048; 1024; 32; 7168; 14; 2; 0],0.5307202870026231,0.013171734410507124,tvm
32,32,4,128,128,16,1,1,1,1,[32; 32; 4; 128; 128; 16; 1; 1; 1; 1],0.030714635271579027,0.22759530122550883,tvm
16,16,2,4096,256,128,256,16,8,0,[16; 16; 2; 4096; 256; 128; 256; 16; 8; 0],0.09618952951859683,0.0726742993925878,tvm
4,2,1,1024,64,64,448,64,4,0,[4; 2; 1; 1024; 64; 64; 448; 64; 4; 0],0.16245788999367505,0.04302965320390919,tvm
64,2,2,256,64,64,16,8,4,0,[64; 2; 2; 256; 64; 64; 16; 8; 4; 0],0.1772874080343172,0.03943036194264585,tvm
32,16,8,32,16,16,448,32,1,0,[32; 16; 8; 32; 16; 16; 448; 32; 1; 0],0.04692008349229582,0.14898751550206626,tvm
64,1,1,2048,2048,16,1792,16,1,0,[64; 1; 1; 2048; 2048; 16; 1792; 16; 1; 0],1.3722326050046831,0.005094257811082116,tvm
64,32,1,1024,256,128,16,2,8,1,[64; 32; 1; 1024; 256; 128; 16; 2; 8; 1],0.05945495545165613,0.11757651845102753,tvm
64,32,2,4096,1024,64,64,16,4,1,[64; 32; 2; 4096; 1024; 64; 64; 16; 4; 1],0.21172151202335954,0.033017460530394255,tvm
16,16,2,64,16,16,32,2,1,0,[16; 16; 2; 64; 16; 16; 32; 2; 1; 0],0.042207204503938556,0.16562354102400573,tvm
64,1,1,2048,512,32,448,8,2,0,[64; 1; 1; 2048; 512; 32; 448; 8; 2; 0],1.1743468950735405,0.005952676075521027,tvm
32,8,2,128,32,16,448,32,1,1,[32; 8; 2; 128; 32; 16; 448; 32; 1; 1],0.09858246601652354,0.07091024346555683,tvm
2,1,1,512,64,16,7168,14,1,1,[2; 1; 1; 512; 64; 16; 7168; 14; 1; 1],0.36304391198791564,0.01925526482013932,tvm
32,16,2,4096,1024,128,1024,2,8,1,[32; 16; 2; 4096; 1024; 128; 1024; 2; 8; 1],0.23585970303975046,0.029638410362487932,tvm
32,4,4,32,32,32,128,32,2,0,[32; 4; 4; 32; 32; 32; 128; 32; 2; 0],0.09551643952727318,0.07318642425601135,tvm
32,16,1,256,128,64,16,2,4,0,[32; 16; 1; 256; 128; 64; 16; 2; 4; 0],0.03197952700429596,0.21859318512520837,tvm
16,8,2,256,32,16,16,4,1,0,[16; 8; 2; 256; 32; 16; 16; 4; 1; 0],0.06651335151400417,0.1050992997277372,tvm
1,1,1,128,128,128,32,2,8,0,[1; 1; 1; 128; 128; 128; 32; 2; 8; 0],0.23290466493926942,0.030014455350172834,tvm
64,16,8,256,64,32,14336,2,2,1,[64; 16; 8; 256; 64; 32; 14336; 2; 2; 1],0.060128468030598015,0.1162595172574388,tvm
32,16,2,1024,256,16,512,64,1,1,[32; 16; 2; 1024; 256; 16; 512; 64; 1; 1],0.10896817699540406,0.06415181807585442,tvm
16,2,1,4096,256,128,112,4,8,0,[16; 2; 1; 4096; 256; 128; 112; 4; 8; 0],0.2958126779412851,0.02363153166834246,tvm
64,4,4,4096,4096,64,7168,14,4,0,[64; 4; 4; 4096; 4096; 64; 7168; 14; 4; 0],0.47029792610555887,0.014863996370457395,tvm
8,8,4,4096,512,32,7168,32,2,1,[8; 8; 4; 4096; 512; 32; 7168; 32; 2; 1],0.07504004798829556,0.09315701220976055,tvm
4,2,1,2048,2048,64,512,32,4,1,[4; 2; 1; 2048; 2048; 64; 512; 32; 4; 1],0.15971279598306865,0.04376923353973303,tvm
64,8,4,2048,64,32,1792,32,2,0,[64; 8; 4; 2048; 64; 32; 1792; 32; 2; 0],0.2614703959552571,0.026735365742372164,tvm
