i1,i2,i3,j1,j2,j3,k1,ku,nvr,pack_c,X,time,peak,backend
500,25,5,1280,256,64,64,1,4,0,[500; 25; 5; 1280; 256; 64; 64; 1; 4; 0],0.037224553496344015,0.49122722956261133,tvm
375,125,5,1280,640,32,40,5,2,0,[375; 125; 5; 1280; 640; 32; 40; 5; 2; 0],0.02778600822784938,0.6580907245030925,tvm
300,100,5,1024,64,32,80,16,2,1,[300; 100; 5; 1024; 64; 32; 80; 16; 2; 1],0.0333609132503625,0.5481179171710953,tvm
25,25,5,640,320,64,40,5,4,0,[25; 25; 5; 640; 320; 64; 40; 5; 4; 0],0.028921120770974085,0.6322616066824858,tvm
1500,250,10,256,64,32,40,20,2,1,[1500; 250; 10; 256; 64; 32; 40; 20; 2; 1],0.030899954494088888,0.5917715603501071,tvm
500,500,5,256,256,32,80,1,2,0,[500; 500; 5; 256; 256; 32; 80; 1; 2; 0],0.03079634826281108,0.5937624204554042,tvm
750,50,5,512,512,32,80,5,2,1,[750; 50; 5; 512; 512; 32; 80; 5; 2; 1],0.031138493242906407,0.5872382501963198,tvm
1500,500,5,160,160,32,128,32,2,1,[1500; 500; 5; 160; 160; 32; 128; 32; 2; 1],0.023865251496317796,0.7662066451943997,tvm
750,150,10,640,640,32,160,2,2,0,[750; 150; 10; 640; 640; 32; 160; 2; 2; 0],0.02614453324349597,0.6994087106245532,tvm
1500,60,6,512,128,64,64,1,4,1,[1500; 60; 6; 512; 128; 64; 64; 1; 4; 1],0.03871116472873837,0.47236280318218765,tvm
750,75,5,640,128,64,128,1,4,0,[750; 75; 5; 640; 128; 64; 128; 1; 4; 0],0.024326682250830345,0.7516731668203599,tvm
300,150,5,640,160,80,40,10,5,1,[300; 150; 5; 640; 160; 80; 40; 10; 5; 1],0.024155540741048753,0.7569987557612582,tvm
1500,60,10,128,64,16,8,8,1,1,[1500; 60; 10; 128; 64; 16; 8; 8; 1; 1],0.044393428484909236,0.4119013761671999,tvm
1500,300,4,512,64,32,10,5,2,1,[1500; 300; 4; 512; 64; 32; 10; 5; 2; 1],0.062259321042802185,0.29370243650975864,tvm
1500,750,6,320,320,16,32,8,1,1,[1500; 750; 6; 320; 320; 16; 32; 8; 1; 1],0.03614318973268382,0.5059241981949023,tvm
100,20,4,1280,128,32,160,32,2,1,[100; 20; 4; 1280; 128; 32; 160; 32; 2; 1],0.0374083562346641,0.48881362685404506,tvm
1500,300,15,1024,512,16,128,8,1,1,[1500; 300; 15; 1024; 512; 16; 128; 8; 1; 1],0.044589562487090006,0.41008956504133764,tvm
