kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
64,4,8,4,2048,64,4,1,[64; 4; 8; 4; 2048; 64; 4; 1],0.10341436497401446,0.5407764515827729,tvm
64,64,64,4,1792,64,4,0,[64; 64; 64; 4; 1792; 64; 4; 0],0.10882978804875165,0.5138671528817226,tvm
64,64,32,8,32,32,2,1,[64; 64; 32; 8; 32; 32; 2; 1],0.12437680398579687,0.44963410813900273,tvm
32,8,16,8,32,32,2,1,[32; 8; 16; 8; 32; 32; 2; 1],0.13186106400098652,0.42411346940833833,tvm
32,32,4,4,2048,32,2,0,[32; 32; 4; 4; 2048; 32; 2; 0],0.10593149799387902,0.5279265788969091,tvm
32,8,8,2,2048,64,4,1,[32; 8; 8; 2; 2048; 64; 4; 1],0.12833930901251733,0.4357515539364396,tvm
32,32,32,4,128,32,2,1,[32; 32; 32; 4; 128; 32; 2; 1],0.11764068703632802,0.4753802000158645,tvm
16,16,4,4,448,32,2,1,[16; 16; 4; 4; 448; 32; 2; 1],0.13375376805197448,0.41811198404221545,tvm
16,16,2,2,2048,64,4,1,[16; 16; 2; 2; 2048; 64; 4; 1],0.13648603798355907,0.4097419352158927,tvm
64,4,8,4,1024,32,2,1,[64; 4; 8; 4; 1024; 32; 2; 1],0.11639379092957824,0.48047282322103485,tvm
64,16,8,2,2048,64,4,1,[64; 16; 8; 2; 2048; 64; 4; 1],0.12912834901362658,0.43308888993409045,tvm
64,64,64,4,512,64,4,1,[64; 64; 64; 4; 512; 64; 4; 1],0.11971411702688783,0.46714668847929414,tvm
32,8,4,2,2048,64,4,1,[32; 8; 4; 2; 2048; 64; 4; 1],0.1268674039747566,0.44080710711524296,tvm
32,16,64,8,64,32,2,1,[32; 16; 64; 8; 64; 32; 2; 1],0.12117236701305956,0.46152480727974904,tvm
32,32,8,2,1024,64,4,1,[32; 32; 8; 2; 1024; 64; 4; 1],0.14394898898899555,0.38849910462107207,tvm
32,32,4,4,128,64,4,1,[32; 32; 4; 4; 128; 64; 4; 1],0.15125156298745424,0.36974198632229693,tvm
32,16,16,4,896,32,2,1,[32; 16; 16; 4; 896; 32; 2; 1],0.11286471609491855,0.4954963363953491,tvm
32,32,64,4,224,32,2,1,[32; 32; 64; 4; 224; 32; 2; 1],0.11544923204928637,0.4844038573548833,tvm
64,16,32,4,1024,32,2,1,[64; 16; 32; 4; 1024; 32; 2; 1],0.10915587400086224,0.512332055835049,tvm
32,16,4,4,256,32,2,1,[32; 16; 4; 4; 256; 32; 2; 1],0.11691613798029721,0.4783262114145243,tvm
16,16,8,4,1792,64,4,1,[16; 16; 8; 4; 1792; 64; 4; 1],0.1234809389570728,0.45289624298026193,tvm
64,32,64,4,1792,64,4,1,[64; 32; 64; 4; 1792; 64; 4; 1],0.09938999300356954,0.5626728772515845,tvm
64,32,64,8,2048,32,2,1,[64; 32; 64; 8; 2048; 32; 2; 1],0.11837088200263679,0.47244772014191455,tvm
64,16,8,8,1792,32,2,1,[64; 16; 8; 8; 1792; 32; 2; 1],0.11180856497958302,0.5001768276298459,tvm
16,16,4,4,1024,32,2,1,[16; 16; 4; 4; 1024; 32; 2; 1],0.11803954199422151,0.47377389295589634,tvm
32,32,8,4,1792,64,4,1,[32; 32; 8; 4; 1792; 64; 4; 1],0.13848000299185514,0.40384208640306407,tvm
32,16,8,8,2048,32,2,1,[32; 16; 8; 8; 2048; 32; 2; 1],0.09146167105063796,0.611447972587018,tvm
32,32,16,8,1792,32,2,1,[32; 32; 16; 8; 1792; 32; 2; 1],0.13275893789250404,0.4212451095278834,tvm
32,8,8,4,14336,32,2,0,[32; 8; 8; 4; 14336; 32; 2; 0],0.204222557018511,0.27383876761598036,tvm
32,16,8,4,128,64,4,0,[32; 16; 8; 4; 128; 64; 4; 0],0.12056529300753027,0.4638486909316467,tvm
16,8,16,4,896,64,4,0,[16; 8; 16; 4; 896; 64; 4; 0],0.12134249100927263,0.4608777425630712,tvm
32,8,8,2,1792,64,4,1,[32; 8; 8; 2; 1792; 64; 4; 1],0.12678296898957342,0.4411006760532048,tvm
8,8,16,4,64,32,2,1,[8; 8; 16; 4; 64; 32; 2; 1],0.1284643829567358,0.4353273027603879,tvm
16,4,32,4,32,32,2,1,[16; 4; 32; 4; 32; 32; 2; 1],0.160065826959908,0.3493815912833208,tvm
64,8,8,2,1024,64,4,1,[64; 8; 8; 2; 1024; 64; 4; 1],0.12711108394432813,0.43996205207271183,tvm
64,8,8,4,128,32,2,0,[64; 8; 8; 4; 128; 32; 2; 0],0.12501727300696075,0.44733061270837016,tvm
16,16,64,4,128,32,2,1,[16; 16; 64; 4; 128; 32; 2; 1],0.1213443559827283,0.46087065921132214,tvm
32,32,8,4,14336,32,2,1,[32; 32; 8; 4; 14336; 32; 2; 1],0.21922744601033628,0.2550960399853246,tvm
8,4,8,8,256,32,2,1,[8; 4; 8; 8; 256; 32; 2; 1],0.11734967492520809,0.47655908181233647,tvm
32,32,16,8,256,32,2,1,[32; 32; 16; 8; 256; 32; 2; 1],0.12036354199517518,0.46462618502515546,tvm
32,8,8,4,7168,64,4,0,[32; 8; 8; 4; 7168; 64; 4; 0],0.14371561305597425,0.38912997790679904,tvm
16,16,16,4,3584,64,4,1,[16; 16; 16; 4; 3584; 64; 4; 1],0.11446956498548388,0.48854954013693663,tvm
64,8,32,4,7168,64,4,0,[64; 8; 32; 4; 7168; 64; 4; 0],0.11837567400652915,0.4724285948331646,tvm
16,4,8,4,2048,32,2,0,[16; 4; 8; 4; 2048; 32; 2; 0],0.1229571639560163,0.45482549803554545,tvm
32,8,64,8,2048,32,2,0,[32; 8; 64; 8; 2048; 32; 2; 0],0.1196449080016464,0.46741691115315814,tvm
16,16,16,8,1792,32,2,0,[16; 16; 16; 8; 1792; 32; 2; 0],0.11582268308848143,0.4828419774269155,tvm
64,32,16,8,224,32,2,1,[64; 32; 16; 8; 224; 32; 2; 1],0.11804757593199611,0.47374164943081604,tvm
32,32,64,4,128,32,2,1,[32; 32; 64; 4; 128; 32; 2; 1],0.11848696204833686,0.4719848696139164,tvm
8,4,32,4,256,64,4,1,[8; 4; 32; 4; 256; 64; 4; 1],0.1271450590575114,0.43984448745300647,tvm
64,64,16,4,3584,32,2,1,[64; 64; 16; 4; 3584; 32; 2; 1],0.15559424797538668,0.35942236979210124,tvm
64,16,64,8,896,32,2,0,[64; 16; 64; 8; 896; 32; 2; 0],0.11603190004825592,0.4819713657199043,tvm
16,16,8,8,512,32,2,1,[16; 16; 8; 8; 512; 32; 2; 1],0.11990363209042698,0.4664083344127344,tvm
64,64,4,4,7168,32,2,1,[64; 64; 4; 4; 7168; 32; 2; 1],0.2317435439908877,0.24131871106421116,tvm
64,4,32,8,64,32,2,1,[64; 4; 32; 8; 64; 32; 2; 1],0.11614342103712261,0.48150857649921025,tvm
32,32,8,4,512,64,4,0,[32; 32; 8; 4; 512; 64; 4; 0],0.13155061600264162,0.4251143402643614,tvm
64,32,32,8,256,32,2,1,[64; 32; 32; 8; 256; 32; 2; 1],0.11714307893998921,0.4773995513809438,tvm
64,16,64,8,128,32,2,1,[64; 16; 64; 8; 128; 32; 2; 1],0.11713749100454152,0.4774223252840981,tvm
64,8,64,4,14336,32,2,1,[64; 8; 64; 4; 14336; 32; 2; 1],0.1306036050664261,0.4281968580031913,tvm
64,8,64,4,7168,32,2,1,[64; 8; 64; 4; 7168; 32; 2; 1],0.12555705604609102,0.44540749117918194,tvm
64,32,16,4,7168,64,4,1,[64; 32; 16; 4; 7168; 64; 4; 1],0.14131265203468502,0.3957469662348906,tvm
16,8,8,4,448,32,2,1,[16; 8; 8; 4; 448; 32; 2; 1],0.12097942305263132,0.4622608698423362,tvm
64,64,32,4,448,64,4,0,[64; 64; 32; 4; 448; 64; 4; 0],0.12057635700330138,0.4638061285248661,tvm
32,32,64,8,2048,32,2,0,[32; 32; 64; 8; 2048; 32; 2; 0],0.11779417702928185,0.47476076274493145,tvm
64,8,16,8,2048,32,2,0,[64; 8; 16; 8; 2048; 32; 2; 0],0.12490895192604512,0.4477185379511014,tvm
64,8,32,4,448,64,4,0,[64; 8; 32; 4; 448; 64; 4; 0],0.102366894017905,0.546309955673283,tvm
32,32,32,4,448,32,2,1,[32; 32; 32; 4; 448; 32; 2; 1],0.11494617094285786,0.4865238474201489,tvm
16,8,4,4,2048,32,2,0,[16; 8; 4; 4; 2048; 32; 2; 0],0.11223134200554341,0.49829265456498856,tvm
64,4,16,4,1024,32,2,0,[64; 4; 16; 4; 1024; 32; 2; 0],0.12577870697714388,0.44462258101838875,tvm
64,64,16,8,1792,32,2,0,[64; 64; 16; 8; 1792; 32; 2; 0],0.14574084791820496,0.3837225742279195,tvm
64,64,8,8,256,32,2,1,[64; 64; 8; 8; 256; 32; 2; 1],0.14075743197463453,0.3973079968055345,tvm
8,8,32,4,896,64,4,1,[8; 8; 32; 4; 896; 64; 4; 1],0.11010703502688557,0.5079062688381173,tvm
16,8,32,4,1792,32,2,1,[16; 8; 32; 4; 1792; 32; 2; 1],0.11400862503796816,0.49052475911106735,tvm
64,4,64,4,1792,32,2,0,[64; 4; 64; 4; 1792; 32; 2; 0],0.12083945702761412,0.46279629774034503,tvm
16,4,64,4,896,64,4,1,[16; 4; 64; 4; 896; 64; 4; 1],0.10836112697143108,0.5160896245392267,tvm
64,32,32,4,896,64,4,0,[64; 32; 32; 4; 896; 64; 4; 0],0.09637182200094685,0.5802946563860117,tvm
32,32,32,4,1024,64,4,0,[32; 32; 32; 4; 1024; 64; 4; 0],0.10091506596654654,0.5541695166891356,tvm
32,8,8,4,224,32,2,1,[32; 8; 8; 4; 224; 32; 2; 1],0.12272821902297437,0.45567395810465167,tvm
64,32,64,4,2048,32,2,0,[64; 32; 64; 4; 2048; 32; 2; 0],0.13041123398579657,0.4288284960130365,tvm
64,64,64,4,128,64,4,1,[64; 64; 64; 4; 128; 64; 4; 1],0.11335589399095625,0.4933493210136481,tvm
64,8,32,4,3584,64,4,1,[64; 8; 32; 4; 3584; 64; 4; 1],0.10595200990792364,0.5278243742797657,tvm
32,32,16,4,1024,32,2,1,[32; 32; 16; 4; 1024; 32; 2; 1],0.1185425299918279,0.4717636221969333,tvm
64,32,8,4,448,32,2,1,[64; 32; 8; 4; 448; 32; 2; 1],0.11909857904538512,0.4695610458292894,tvm
32,32,8,4,2048,32,2,0,[32; 32; 8; 4; 2048; 32; 2; 0],0.12304172804579139,0.4545129056747363,tvm
32,16,64,4,448,64,4,1,[32; 16; 64; 4; 448; 64; 4; 1],0.10028774803504348,0.5576359468535661,tvm
32,8,16,4,448,64,4,1,[32; 8; 16; 4; 448; 64; 4; 1],0.1002958050230518,0.557591150701466,tvm
64,4,4,4,224,32,2,1,[64; 4; 4; 4; 224; 32; 2; 1],0.11936974199488759,0.46849438055858805,tvm
64,8,32,8,1792,32,2,1,[64; 8; 32; 8; 1792; 32; 2; 1],0.11299982795026153,0.49490388036651783,tvm
32,8,8,4,1792,64,4,0,[32; 8; 8; 4; 1792; 64; 4; 0],0.0976442419923842,0.5727327304941868,tvm
64,64,4,4,2048,32,2,1,[64; 64; 4; 4; 2048; 32; 2; 1],0.13129281799774617,0.4259490670258395,tvm
64,16,4,4,1024,32,2,0,[64; 16; 4; 4; 1024; 32; 2; 0],0.12285107001662254,0.4552182844298096,tvm
64,32,8,4,896,32,2,1,[64; 32; 8; 4; 896; 32; 2; 1],0.11737043398898095,0.4764747938018499,tvm
64,4,8,4,448,64,4,1,[64; 4; 8; 4; 448; 64; 4; 1],0.10292939096689224,0.5433244363732959,tvm
8,8,8,8,64,32,2,1,[8; 8; 8; 8; 64; 32; 2; 1],0.18887117807753384,0.29609628055783,tvm
64,64,16,8,896,32,2,1,[64; 64; 16; 8; 896; 32; 2; 1],0.15150244592223316,0.36912970607774465,tvm
64,16,32,8,256,32,2,0,[64; 16; 32; 8; 256; 32; 2; 0],0.1263286890462041,0.44268688098931663,tvm
