kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
5,1,2,1,640,80,5,0,[5; 1; 2; 1; 640; 80; 5; 0],0.1308867579791695,0.2794127468360771,tvm
320,8,100,10,64,16,1,1,[320; 8; 100; 10; 64; 16; 1; 1],0.05626235599629581,0.6500159462543011,tvm
80,2,12,12,1280,32,2,0,[80; 2; 12; 12; 1280; 32; 2; 0],0.04462485198746435,0.8195305293494737,tvm
8,1,300,25,1280,16,1,0,[8; 1; 300; 25; 1280; 16; 1; 0],0.16043066198471934,0.22795784869922137,tvm
160,4,50,10,160,16,1,0,[160; 4; 50; 10; 160; 16; 1; 0],0.05907072749687359,0.619112547299577,tvm
40,5,10,10,64,16,1,0,[40; 5; 10; 10; 64; 16; 1; 0],0.07293101848335937,0.501452322097669,tvm
80,5,1500,2,320,80,5,1,[80; 5; 1500; 2; 320; 80; 5; 1],0.07193563197506592,0.5083910096752169,tvm
40,5,50,10,1280,16,1,1,[40; 5; 50; 10; 1280; 16; 1; 1],0.07022986753145233,0.520738965583982,tvm
2,2,50,5,32,32,2,1,[2; 2; 50; 5; 32; 32; 2; 1],0.21075160906184465,0.17352858530582682,tvm
80,40,1500,5,1280,32,2,1,[80; 40; 1500; 5; 1280; 32; 2; 1],0.06999901303788647,0.5224563459435427,tvm
16,2,750,1,320,80,5,1,[16; 2; 750; 1; 320; 80; 5; 1],0.08763281401479617,0.4173257356000659,tvm
20,2,150,6,64,64,4,0,[20; 2; 150; 6; 64; 64; 4; 0],0.06979385204613209,0.5239921210718635,tvm
8,4,250,2,160,16,1,0,[8; 4; 250; 2; 160; 16; 1; 0],0.12936066091060638,0.28270904240896666,tvm
10,5,250,5,640,32,2,1,[10; 5; 250; 5; 640; 32; 2; 1],0.0980838910327293,0.37285866401063933,tvm
2,2,2,2,128,16,1,0,[2; 2; 2; 2; 128; 16; 1; 0],0.23601383995264769,0.15495459325082814,tvm
