kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
192,64,197,1,32,16,0,[192; 64; 197; 1; 32; 16; 0],0.012768164117005654,0.1354225342822931,tvm
192,6,197,1,16,16,1,[192; 6; 197; 1; 16; 16; 1],0.012615801126230508,0.13705805327432122,tvm
8,8,197,1,64,16,0,[8; 8; 197; 1; 64; 16; 0],0.005855438659637002,0.29529762727705444,tvm
64,16,1,1,384,96,1,[64; 16; 1; 1; 384; 96; 1],0.0053709861531388015,0.3219328990164421,tvm
96,8,197,1,768,96,0,[96; 8; 197; 1; 768; 96; 0],0.005558760283747688,0.31105805154299515,tvm
6,3,197,1,256,64,1,[6; 3; 197; 1; 256; 64; 1],0.003086806873398018,0.5601572154573177,tvm
16,4,197,1,128,64,1,[16; 4; 197; 1; 128; 64; 1],0.0033524228128953837,0.5157753777972222,tvm
3,1,197,1,32,16,0,[3; 1; 197; 1; 32; 16; 0],0.007888550557254348,0.2191907284243817,tvm
24,12,1,1,192,64,0,[24; 12; 1; 1; 192; 64; 0],0.0033865446857817005,0.5105785699851243,tvm
64,16,197,1,96,96,0,[64; 16; 197; 1; 96; 96; 0],0.005476302405440947,0.3157417203876851,tvm
6,2,1,1,384,16,0,[6; 2; 1; 1; 384; 16; 0],0.004125771811231971,0.41909664954078685,tvm
256,32,197,1,192,96,0,[256; 32; 197; 1; 192; 96; 0],0.00592810356465634,0.29167795805156127,tvm
768,1,1,1,64,16,1,[768; 1; 1; 1; 64; 16; 1],0.01392293862591032,0.1241905311310736,tvm
4,1,1,1,256,128,1,[4; 1; 1; 1; 256; 128; 1],0.0043658774375217035,0.39604802645093656,tvm
64,4,197,1,192,64,1,[64; 4; 197; 1; 192; 64; 1],0.0055469269391323905,0.311721636472031,tvm
12,3,1,1,256,16,0,[12; 3; 1; 1; 256; 16; 0],0.004183801720500924,0.4132837209718722,tvm
12,6,1,1,64,64,0,[12; 6; 1; 1; 64; 64; 0],0.00318071827859967,0.5436184507413803,tvm
48,2,1,1,384,96,0,[48; 2; 1; 1; 384; 96; 0],0.005478465471242089,0.3156170558952375,tvm
6,6,1,1,256,128,0,[6; 6; 1; 1; 256; 128; 0],0.003235676937038079,0.5343849761589452,tvm
256,4,1,1,64,16,0,[256; 4; 1; 1; 64; 16; 0],0.012995363882509992,0.13305492316258066,tvm
768,2,197,1,128,16,1,[768; 2; 197; 1; 128; 16; 1],0.014046682743355632,0.12309647583341633,tvm
12,1,197,1,192,64,1,[12; 1; 197; 1; 192; 64; 1],0.0031771096255397424,0.544235908310339,tvm
384,64,197,1,192,64,1,[384; 64; 197; 1; 192; 64; 1],0.00614745849816245,0.2812702425521036,tvm
48,12,197,1,192,96,0,[48; 12; 197; 1; 192; 96; 0],0.00561616175036761,0.3078788004537019,tvm
128,32,197,1,192,96,1,[128; 32; 197; 1; 192; 96; 1],0.005885568654775852,0.2937859099569019,tvm
32,8,197,1,128,64,1,[32; 8; 197; 1; 128; 64; 1],0.0035258105308457743,0.4904112480605603,tvm
