kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
1,1,8,1,256,64,0,[1; 1; 8; 1; 256; 64; 0],0.03229443923919462,0.12369235485120807,tvm
4,2,8,1,32,16,1,[4; 2; 8; 1; 32; 16; 1],0.011849662812892348,0.3371045489791633,tvm
1,1,64,1,128,128,1,[1; 1; 64; 1; 128; 128; 1],0.015517406616709195,0.2574254407817004,tvm
4,2,8,1,16,16,1,[4; 2; 8; 1; 16; 16; 1],0.013271382878883742,0.30099163550251085,tvm
4,2,4,1,64,64,0,[4; 2; 4; 1; 64; 64; 0],0.01883992037619464,0.2120271826171103,tvm
8,4,8,1,512,128,0,[8; 4; 8; 1; 512; 128; 0],0.009513716002402361,0.41987539223228293,tvm
1,1,8,1,1024,128,0,[1; 1; 8; 1; 1024; 128; 0],0.03008679926279001,0.13276836805421,tvm
4,2,4,1,256,16,1,[4; 2; 4; 1; 256; 16; 1],0.007991673686774448,0.49984213503435787,tvm
4,2,1,1,64,64,0,[4; 2; 1; 1; 64; 64; 0],0.019007314374903217,0.21015989735875445,tvm
2,2,4,1,1024,16,1,[2; 2; 4; 1; 1024; 16; 1],0.016120986751047894,0.2477872663616936,tvm
2,2,2,1,256,128,0,[2; 2; 2; 1; 256; 128; 0],0.015133508495637216,0.2639556609920839,tvm
8,1,8,1,1024,64,0,[8; 1; 8; 1; 1024; 64; 0],0.008740587625652552,0.45701449481172757,tvm
2,2,64,1,1024,128,1,[2; 2; 64; 1; 1024; 128; 1],0.025118290504906327,0.15903053742112674,tvm
2,2,64,1,512,64,1,[2; 2; 64; 1; 512; 64; 1],0.02376179762359243,0.16810913472847422,tvm
8,2,2,1,1024,16,1,[8; 2; 2; 1; 1024; 16; 1],0.008479561998683494,0.4710827326594725,tvm
2,2,2,1,512,128,0,[2; 2; 2; 1; 512; 128; 0],0.014776982498005964,0.27032415032191276,tvm
4,4,16,1,128,128,1,[4; 4; 16; 1; 128; 128; 1],0.00813256543915486,0.4911826739030035,tvm
8,2,4,1,1024,64,0,[8; 2; 4; 1; 1024; 64; 0],0.009485671005677432,0.42111678084812093,tvm
2,2,1,1,1024,64,0,[2; 2; 1; 1; 1024; 64; 0],0.01422211313911248,0.2808707256806787,tvm
8,4,16,1,1024,128,1,[8; 4; 16; 1; 1024; 128; 1],0.010327788688300643,0.3867793347302223,tvm
4,4,2,1,1024,128,1,[4; 4; 2; 1; 1024; 128; 1],0.012143537380325142,0.3289465921657404,tvm
4,4,2,1,512,128,1,[4; 4; 2; 1; 512; 128; 1],0.01183916306035826,0.33740351558046366,tvm
8,2,64,1,128,128,1,[8; 2; 64; 1; 128; 128; 1],0.009680902316176798,0.41262426865110485,tvm
2,1,16,1,1024,128,1,[2; 1; 16; 1; 1024; 128; 1],0.022496183999464847,0.17756679258092234,tvm
8,4,1,1,512,128,1,[8; 4; 1; 1; 512; 128; 1],0.008229910061345436,0.48537289087241864,tvm
1,1,16,1,256,64,1,[1; 1; 16; 1; 256; 64; 1],0.029157262499211356,0.13700103835890914,tvm
4,1,16,1,1024,64,1,[4; 1; 16; 1; 1024; 64; 1],0.015064225372043438,0.265169641281952,tvm
8,1,4,1,512,128,1,[8; 1; 4; 1; 512; 128; 1],0.013122151998686604,0.30441464467833135,tvm
1,1,1,1,256,64,1,[1; 1; 1; 1; 256; 64; 1],0.028891520749311894,0.13826116225433985,tvm
8,1,4,1,512,64,1,[8; 1; 4; 1; 512; 64; 1],0.00866006918658968,0.4612636633759152,tvm
1,1,1,1,512,64,1,[1; 1; 1; 1; 512; 64; 1],0.02852058326243423,0.1400593810210283,tvm
4,1,1,1,512,64,1,[4; 1; 1; 1; 512; 64; 1],0.009055144379090052,0.4411387682916936,tvm
1,1,2,1,64,64,1,[1; 1; 2; 1; 64; 64; 1],0.015539226500550285,0.2570639689146548,tvm
8,1,1,1,1024,64,1,[8; 1; 1; 1; 1024; 64; 1],0.00831412237312179,0.48045663256161014,tvm
2,1,16,1,128,128,1,[2; 1; 16; 1; 128; 128; 1],0.009504815119726118,0.4202685888971128,tvm
4,4,8,1,1024,64,1,[4; 4; 8; 1; 1024; 64; 1],0.010059749933134299,0.39708494392471,tvm
2,1,16,1,128,64,1,[2; 1; 16; 1; 128; 64; 1],0.009511119438684545,0.41999001945534564,tvm
4,4,8,1,128,64,1,[4; 4; 8; 1; 128; 64; 1],0.00762940825370606,0.5235760238882005,tvm
2,1,2,1,128,128,1,[2; 1; 2; 1; 128; 128; 1],0.009476328625169117,0.42153194513386244,tvm
4,1,8,1,64,64,1,[4; 1; 8; 1; 64; 64; 1],0.008008396122022532,0.4987984082243927,tvm
8,1,8,1,1024,64,1,[8; 1; 8; 1; 1024; 64; 1],0.009054943126102444,0.4411485729358346,tvm
8,2,16,1,256,128,1,[8; 2; 16; 1; 256; 128; 1],0.00990155112958746,0.4034292390975785,tvm
4,2,2,1,256,128,1,[4; 2; 2; 1; 256; 128; 1],0.010927836126938928,0.3655412829853797,tvm
4,2,4,1,512,64,1,[4; 2; 4; 1; 512; 64; 1],0.0089573895020294,0.4459530577731627,tvm
2,2,4,1,1024,64,1,[2; 2; 4; 1; 1024; 64; 1],0.01506548363249749,0.2651474944673273,tvm
