kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
16,16,8,1,16,16,0,[16; 16; 8; 1; 16; 16; 0],0.2242627270752564,0.2493684709120957,tvm
128,8,4,1,32,16,0,[128; 8; 4; 1; 32; 16; 0],0.5428265490336344,0.10302379909916343,tvm
512,16,4,1,256,16,1,[512; 16; 4; 1; 256; 16; 1],1.3177091010147706,0.042440363575136655,tvm
512,64,32,1,14336,16,1,[512; 64; 32; 1; 14336; 16; 1],0.980623053968884,0.057029103188010355,tvm
2048,16,4,1,896,128,1,[2048; 16; 4; 1; 896; 128; 1],0.7634422628907487,0.0732524986520641,tvm
512,64,32,1,1024,128,0,[512; 64; 32; 1; 1024; 128; 0],0.8063876959495246,0.06935132271268418,tvm
8,1,32,1,7168,128,1,[8; 1; 32; 1; 7168; 128; 1],0.20324682001955807,0.27515339884752865,tvm
256,8,1,1,14336,16,1,[256; 8; 1; 1; 14336; 16; 1],0.9829414129490033,0.05689459473027084,tvm
512,2,4,1,1024,128,0,[512; 2; 4; 1; 1024; 128; 0],0.7322151450207457,0.07637653183443624,tvm
64,32,16,1,896,128,0,[64; 32; 16; 1; 896; 128; 0],0.2074355899821967,0.269597195631343,tvm
256,1,8,1,3584,128,0,[256; 1; 8; 1; 3584; 128; 0],0.7245720539940521,0.07718218364214252,tvm
1024,8,4,1,7168,64,1,[1024; 8; 4; 1; 7168; 64; 1],0.7897593230009079,0.07081151396964142,tvm
128,8,8,1,448,16,1,[128; 8; 8; 1; 448; 16; 1],0.4964537580963224,0.11264705407363015,tvm
128,32,2,1,3584,64,1,[128; 32; 2; 1; 3584; 64; 1],0.5089238230139017,0.1098868844499066,tvm
256,1,2,1,112,16,0,[256; 1; 2; 1; 112; 16; 0],1.075541618047282,0.05199617792091319,tvm
4096,2,2,1,128,16,1,[4096; 2; 2; 1; 128; 16; 1],1.3013924880651757,0.042972472829067514,tvm
64,1,32,1,448,64,1,[64; 1; 32; 1; 448; 64; 1],0.22235848696436733,0.2515040199131014,tvm
2,1,1,1,512,128,0,[2; 1; 1; 1; 512; 128; 0],0.22060852404683828,0.25349905936300027,tvm
4,1,4,1,512,128,0,[4; 1; 4; 1; 512; 128; 0],0.1585297939600423,0.352766832885868,tvm
64,16,2,1,7168,128,0,[64; 16; 2; 1; 7168; 128; 0],0.4813291160389781,0.11618672436346983,tvm
64,8,1,1,512,64,0,[64; 8; 1; 1; 512; 64; 0],0.23003102804068476,0.24311526062232894,tvm
32,8,32,1,1024,64,1,[32; 8; 32; 1; 1024; 64; 1],0.21296133403666317,0.2626019112169231,tvm
32,16,16,1,128,128,0,[32; 16; 16; 1; 128; 128; 0],0.2326126879779622,0.24041703752046234,tvm
32,16,16,1,7168,128,1,[32; 16; 16; 1; 7168; 128; 1],0.22908484702929854,0.24411939095291182,tvm
16,1,64,1,14336,128,1,[16; 1; 64; 1; 14336; 128; 1],0.2611394580453634,0.2141539763922562,tvm
16,8,8,1,2048,128,1,[16; 8; 8; 1; 2048; 128; 1],0.18540246994234622,0.3016359671514829,tvm
64,16,1,1,896,128,1,[64; 16; 1; 1; 896; 128; 1],0.20944310701452196,0.26701310026620156,tvm
32,1,64,1,7168,128,0,[32; 1; 64; 1; 7168; 128; 0],0.2204765200149268,0.2536508346990743,tvm
32,8,4,1,512,64,0,[32; 8; 4; 1; 512; 64; 0],0.23111017502378672,0.2419800570337391,tvm
16,16,1,1,14336,128,1,[16; 16; 1; 1; 14336; 128; 1],0.2319207020336762,0.2411343741328139,tvm
16,16,2,1,14336,64,0,[16; 16; 2; 1; 14336; 64; 0],0.28581870906054974,0.19566267553705174,tvm
8,2,32,1,1792,64,0,[8; 2; 32; 1; 1792; 64; 0],0.11442902800627053,0.48872261092935954,tvm
64,64,32,1,896,64,1,[64; 64; 32; 1; 896; 64; 1],0.17048268299549818,0.3280336298720151,tvm
8,8,32,1,3584,64,1,[8; 8; 32; 1; 3584; 64; 1],0.12337589298840612,0.45328185254625575,tvm
8,8,2,1,3584,128,0,[8; 8; 2; 1; 3584; 128; 0],0.21748924802523106,0.25713479558697794,tvm
16,16,1,1,1792,64,0,[16; 16; 1; 1; 1792; 64; 0],0.2289445250062272,0.24426901377882795,tvm
8,8,4,1,896,128,1,[8; 8; 4; 1; 896; 128; 1],0.19658206403255463,0.2844819724960876,tvm
8,8,16,1,1792,64,0,[8; 8; 16; 1; 1792; 64; 0],0.11962790403049439,0.4674833500307563,tvm
64,32,32,1,14336,128,1,[64; 32; 32; 1; 14336; 128; 1],0.2130015139700845,0.26255237482109034,tvm
16,16,32,1,512,16,1,[16; 16; 32; 1; 512; 16; 1],0.1780721580144018,0.31405276353651207,tvm
32,16,8,1,896,64,0,[32; 16; 8; 1; 896; 64; 0],0.22932135697919875,0.2438676190914311,tvm
32,32,32,1,14336,128,1,[32; 32; 32; 1; 14336; 128; 1],0.19038865494076163,0.29373626989871743,tvm
64,64,64,1,1024,64,0,[64; 64; 64; 1; 1024; 64; 0],0.14583775401115417,0.383467598719712,tvm
16,8,1,1,2048,128,0,[16; 8; 1; 1; 2048; 128; 0],0.22012988000642508,0.2540502603812851,tvm
16,4,16,1,14336,128,0,[16; 4; 16; 1; 14336; 128; 0],0.17895166703965515,0.3125092616261615,tvm
64,64,32,1,256,128,1,[64; 64; 32; 1; 256; 128; 1],0.20558668801095337,0.27202176305478387,tvm
16,4,64,1,7168,64,0,[16; 4; 64; 1; 7168; 64; 0],0.18064995296299458,0.30957136946938013,tvm
16,2,32,1,256,128,1,[16; 2; 32; 1; 256; 128; 1],0.1531467520399019,0.36516643407992416,tvm
8,4,64,1,896,64,1,[8; 4; 64; 1; 896; 64; 1],0.11974536196794361,0.4670247967374675,tvm
2,1,64,1,512,64,0,[2; 1; 64; 1; 512; 64; 0],0.4829873261041939,0.11578782777680785,tvm
8,1,64,1,448,64,0,[8; 1; 64; 1; 448; 64; 0],0.12423346401192248,0.4501528938126236,tvm
4,4,8,1,512,128,0,[4; 4; 8; 1; 512; 128; 0],0.1568139239680022,0.3566268346473149,tvm
32,1,32,1,512,128,1,[32; 1; 32; 1; 512; 128; 1],0.19877386500593275,0.2813451020417809,tvm
64,64,32,1,3584,128,0,[64; 64; 32; 1; 3584; 128; 0],0.1423252309905365,0.39293140748214794,tvm
32,32,64,1,1792,64,0,[32; 32; 64; 1; 1792; 64; 0],0.1301815260667354,0.4295851725126098,tvm
16,8,8,1,1792,128,0,[16; 8; 8; 1; 1792; 128; 0],0.12711384694557637,0.4399524888683225,tvm
64,16,32,1,1792,128,1,[64; 16; 32; 1; 1792; 128; 1],0.1968431599671021,0.28410463103051065,tvm
64,32,64,1,1024,64,0,[64; 32; 64; 1; 1024; 64; 0],0.22273357294034213,0.2510804841635269,tvm
16,1,32,1,448,64,0,[16; 1; 32; 1; 448; 64; 0],0.12413288105744869,0.4505176457432877,tvm
32,16,2,1,896,128,0,[32; 16; 2; 1; 896; 128; 0],0.20677753596100956,0.27045516851442947,tvm
32,8,32,1,512,64,1,[32; 8; 32; 1; 512; 64; 1],0.22192727692890912,0.25199269827136983,tvm
16,8,4,1,512,128,1,[16; 8; 4; 1; 512; 128; 1],0.24172007106244564,0.23135874934806713,tvm
16,16,4,1,896,128,1,[16; 16; 4; 1; 896; 128; 1],0.2412730259820819,0.231787424664233,tvm
64,4,64,1,512,128,1,[64; 4; 64; 1; 512; 128; 1],0.20453041000291705,0.2734265937888441,tvm
8,2,64,1,1024,128,0,[8; 2; 64; 1; 1024; 128; 0],0.11980592599138618,0.46678870740796385,tvm
8,4,2,1,512,128,0,[8; 4; 2; 1; 512; 128; 0],0.20434364094398916,0.27367650431883117,tvm
64,16,32,1,1024,64,0,[64; 16; 32; 1; 1024; 64; 0],0.22796323301736265,0.24532049573570452,tvm
16,8,8,1,512,128,1,[16; 8; 8; 1; 512; 128; 1],0.18871548806782812,0.2963405595688739,tvm
16,8,1,1,896,128,0,[16; 8; 1; 1; 896; 128; 0],0.22699028602801263,0.24637201138392242,tvm
64,8,64,1,1024,128,0,[64; 8; 64; 1; 1024; 128; 0],0.2122232139809057,0.26351525021369704,tvm
16,16,8,1,2048,128,0,[16; 16; 8; 1; 2048; 128; 0],0.12522577703930438,0.44658579611592714,tvm
16,2,32,1,512,128,1,[16; 2; 32; 1; 512; 128; 1],0.14771360694430768,0.37859784545386077,tvm
16,8,32,1,1024,64,0,[16; 8; 32; 1; 1024; 64; 0],0.11136954196263105,0.5021485439178524,tvm
16,16,4,1,256,128,0,[16; 16; 4; 1; 256; 128; 0],0.17393832898233086,0.3215165608438969,tvm
32,16,32,1,14336,128,0,[32; 16; 32; 1; 14336; 128; 0],0.22173390397801995,0.2522124597548103,tvm
32,8,32,1,512,128,1,[32; 8; 32; 1; 512; 128; 1],0.19799236196558923,0.28245560979293155,tvm
32,16,32,1,448,64,0,[32; 16; 32; 1; 448; 64; 0],0.23713925399351865,0.23582790445508367,tvm
16,16,32,1,896,64,1,[16; 16; 32; 1; 896; 64; 1],0.12948456103913486,0.4318974624042714,tvm
16,16,16,1,512,128,1,[16; 16; 16; 1; 512; 128; 1],0.1602949450025335,0.3488822016966876,tvm
8,4,64,1,512,128,0,[8; 4; 64; 1; 512; 128; 0],0.11954675999004394,0.46780066091285777,tvm
64,16,64,1,512,128,0,[64; 16; 64; 1; 512; 128; 0],0.21891017293091863,0.25546575832718954,tvm
16,4,64,1,64,16,0,[16; 4; 64; 1; 64; 16; 0],0.21940977405756712,0.2548840568910134,tvm
16,1,32,1,896,16,1,[16; 1; 32; 1; 896; 16; 1],0.16126556403469294,0.3467823627944676,tvm
16,16,64,1,224,16,1,[16; 16; 64; 1; 224; 16; 1],0.1818792789708823,0.30747896984068435,tvm
4,1,8,1,2048,128,0,[4; 1; 8; 1; 2048; 128; 0],0.14883301500231028,0.375750322147712,tvm
16,1,16,1,512,128,1,[16; 1; 16; 1; 512; 128; 1],0.2106779608875513,0.26544804733126603,tvm
8,1,32,1,896,16,1,[8; 1; 32; 1; 896; 16; 1],0.16995164996478707,0.3290586078153431,tvm
4,4,64,1,896,16,0,[4; 4; 64; 1; 896; 16; 0],0.3765716579509899,0.14850839714711547,tvm
8,4,8,1,64,64,1,[8; 4; 8; 1; 64; 64; 1],0.13493247400037944,0.4144595565125121,tvm
8,1,64,1,128,64,1,[8; 1; 64; 1; 128; 64; 1],0.12534182996023446,0.4461723061732513,tvm
16,16,16,1,896,16,1,[16; 16; 16; 1; 896; 16; 1],0.1623096609255299,0.34455159979042854,tvm
4,2,16,1,896,128,1,[4; 2; 16; 1; 896; 128; 1],0.14277066697832197,0.39170548486563234,tvm
2,2,32,1,1024,16,0,[2; 2; 32; 1; 1024; 16; 0],0.6399530449416488,0.08738774473435393,tvm
16,16,32,1,256,16,1,[16; 16; 32; 1; 256; 16; 1],0.16595234104897827,0.33698863770067705,tvm
8,4,16,1,128,128,1,[8; 4; 16; 1; 128; 128; 1],0.14856011199299246,0.37644057064234887,tvm
8,1,8,1,896,128,1,[8; 1; 8; 1; 896; 128; 1],0.16656907298602164,0.3357409171510875,tvm
4,2,64,1,14336,128,0,[4; 2; 64; 1; 14336; 128; 0],0.21823446592316031,0.25625674247542557,tvm
1,1,32,1,3584,128,0,[1; 1; 32; 1; 3584; 128; 0],0.7475087499478832,0.07481391132509473,tvm
8,2,16,1,128,64,1,[8; 2; 16; 1; 128; 64; 1],0.126327647943981,0.4426905292983245,tvm
4,4,16,1,3584,64,1,[4; 4; 16; 1; 3584; 64; 1],0.1577249710680917,0.3545668954929798,tvm
2,2,8,1,448,64,0,[2; 2; 8; 1; 448; 64; 0],0.25541306904051453,0.2189553320173388,tvm
1,1,64,1,1792,64,0,[1; 1; 64; 1; 1792; 64; 0],0.9014152169693261,0.06204028097213312,tvm
8,8,32,1,3584,16,1,[8; 8; 32; 1; 3584; 16; 1],0.18354157905559987,0.3046941931146423,tvm
16,2,16,1,512,128,1,[16; 2; 16; 1; 512; 128; 1],0.16061881103087217,0.34817872809794553,tvm
16,4,8,1,2048,128,1,[16; 4; 8; 1; 2048; 128; 1],0.1875157820759341,0.2982365148907147,tvm
4,1,32,1,1792,128,0,[4; 1; 32; 1; 1792; 128; 0],0.14249948097858578,0.39245092648258395,tvm
2,1,32,1,2048,64,0,[2; 1; 32; 1; 2048; 64; 0],0.4429399750661105,0.12625650535377048,tvm
2,2,8,1,896,128,0,[2; 2; 8; 1; 896; 128; 0],0.24179485894273967,0.23128718938799653,tvm
8,2,64,1,224,16,0,[8; 2; 64; 1; 224; 16; 0],0.23620735097210854,0.23675831045553222,tvm
8,1,32,1,14336,64,0,[8; 1; 32; 1; 14336; 64; 0],0.2127163140103221,0.26290439261099463,tvm
8,2,64,1,256,16,0,[8; 2; 64; 1; 256; 16; 0],0.23247008200269192,0.24056451845999588,tvm
8,2,8,1,1792,128,1,[8; 2; 8; 1; 1792; 128; 1],0.16187782504130155,0.34547074819583756,tvm
16,4,64,1,448,16,0,[16; 4; 64; 1; 448; 16; 0],0.1909459800226614,0.29287892484930184,tvm
8,4,8,1,1024,128,1,[8; 4; 8; 1; 1024; 128; 1],0.16544321598485112,0.3380256663921115,tvm
8,2,16,1,896,16,0,[8; 2; 16; 1; 896; 16; 0],0.19561603397596627,0.2858868580282343,tvm
8,2,16,1,14336,128,0,[8; 2; 16; 1; 14336; 128; 0],0.1831958699040115,0.3052691819015116,tvm
8,8,16,1,512,128,1,[8; 8; 16; 1; 512; 128; 1],0.14716858603060246,0.3799999364110518,tvm
8,8,64,1,14336,64,1,[8; 8; 64; 1; 14336; 64; 1],0.19462308392394334,0.2873454279205023,tvm
8,8,16,1,896,16,0,[8; 8; 16; 1; 896; 16; 0],0.1950463019311428,0.28672193617429464,tvm
4,2,64,1,1024,128,0,[4; 2; 64; 1; 1024; 128; 0],0.1329955180408433,0.4204957742723247,tvm
16,4,16,1,2048,64,1,[16; 4; 16; 1; 2048; 64; 1],0.14197378302924335,0.3939040866567193,tvm
8,4,16,1,64,64,0,[8; 4; 16; 1; 64; 64; 0],0.13488392101135105,0.4146087459055041,tvm
8,4,32,1,2048,16,0,[8; 4; 32; 1; 2048; 16; 0],0.21082873397972435,0.26525821351615014,tvm
8,8,32,1,448,16,0,[8; 8; 32; 1; 448; 16; 0],0.21546197298448533,0.2595541689268771,tvm
4,4,64,1,2048,64,0,[4; 4; 64; 1; 2048; 64; 0],0.25239681906532496,0.22157194191444685,tvm
16,2,8,1,2048,64,0,[16; 2; 8; 1; 2048; 64; 0],0.13224574306514114,0.4228797996604432,tvm
16,4,32,1,7168,64,0,[16; 4; 32; 1; 7168; 64; 0],0.19307930197101086,0.2896429226874346,tvm
16,2,32,1,128,128,0,[16; 2; 32; 1; 128; 128; 0],0.11416794289834797,0.48984024686445116,tvm
8,4,32,1,14336,128,0,[8; 4; 32; 1; 14336; 128; 0],0.208653005072847,0.2680241931517285,tvm
16,8,32,1,896,16,0,[16; 8; 32; 1; 896; 16; 0],0.18365122599061579,0.30451227881370607,tvm
8,8,8,1,256,64,0,[8; 8; 8; 1; 256; 64; 0],0.14504426391795278,0.3855654254963706,tvm
16,4,32,1,128,64,0,[16; 4; 32; 1; 128; 64; 0],0.13612353499047458,0.41083309610822766,tvm
16,4,8,1,1792,128,0,[16; 4; 8; 1; 1792; 128; 0],0.12797134998254478,0.4370044806197742,tvm
8,2,64,1,2048,64,1,[8; 2; 64; 1; 2048; 64; 1],0.12401528202462941,0.4509448547012684,tvm
16,1,32,1,1024,128,0,[16; 1; 32; 1; 1024; 128; 0],0.22032926604151726,0.2538203586753446,tvm
8,4,16,1,256,64,0,[8; 4; 16; 1; 256; 64; 0],0.13481694797519594,0.4148147111565114,tvm
8,8,32,1,1024,128,1,[8; 8; 32; 1; 1024; 128; 1],0.14359129895456135,0.3894668670072424,tvm
8,2,16,1,448,64,0,[8; 2; 16; 1; 448; 64; 0],0.1307356939651072,0.4277642290120036,tvm
16,16,32,1,1792,64,1,[16; 16; 32; 1; 1792; 64; 1],0.12559911294374615,0.4452583463577552,tvm
8,2,16,1,1792,128,0,[8; 2; 16; 1; 1792; 128; 0],0.1235394140239805,0.45268187302942686,tvm
16,2,64,1,1024,128,0,[16; 2; 64; 1; 1024; 128; 0],0.10336878593079746,0.5410148995149555,tvm
16,8,32,1,256,128,0,[16; 8; 32; 1; 256; 128; 0],0.11792348907329142,0.47424015158316424,tvm
8,4,32,1,512,64,0,[8; 4; 32; 1; 512; 64; 0],0.11953642999287695,0.46784108691104287,tvm
8,8,32,1,512,128,0,[8; 8; 32; 1; 512; 128; 0],0.11847697896882892,0.4720246398926736,tvm
16,8,64,1,1024,64,0,[16; 8; 64; 1; 1024; 64; 0],0.11459676700178534,0.4880072518316514,tvm
8,8,16,1,224,16,1,[8; 8; 16; 1; 224; 16; 1],0.17916551500093192,0.3121362575439947,tvm
64,64,16,1,1024,128,0,[64; 64; 16; 1; 1024; 128; 0],0.13139657804276794,0.4256127074719614,tvm
16,4,64,1,14336,64,1,[16; 4; 64; 1; 14336; 64; 1],0.19167287601158023,0.29176821727219554,tvm
16,2,8,1,896,16,1,[16; 2; 8; 1; 896; 16; 1],0.1654866629978642,0.3379369208384793,tvm
64,64,64,1,448,64,1,[64; 64; 64; 1; 448; 64; 1],0.16397902509197593,0.34104394328460913,tvm
8,8,8,1,7168,64,1,[8; 8; 8; 1; 7168; 64; 1],0.15076976304408163,0.37092353403104056,tvm
32,32,64,1,896,128,0,[32; 32; 64; 1; 896; 128; 0],0.1114399170037359,0.5018314338071388,tvm
8,8,32,1,14336,64,0,[8; 8; 32; 1; 14336; 64; 0],0.20721322402823716,0.2698865074639855,tvm
32,32,64,1,1024,128,0,[32; 32; 64; 1; 1024; 128; 0],0.10742341994773597,0.5205946092625027,tvm
32,32,32,1,1792,64,0,[32; 32; 32; 1; 1792; 64; 0],0.13393135799560696,0.4175575770326146,tvm
16,16,32,1,1792,16,1,[16; 16; 32; 1; 1792; 16; 1],0.1605297529604286,0.3483718893351745,tvm
64,64,32,1,2048,64,1,[64; 64; 32; 1; 2048; 64; 1],0.17857768607791513,0.3131637247720476,tvm
16,4,8,1,3584,128,1,[16; 4; 8; 1; 3584; 128; 1],0.18592177308164537,0.3007934595630978,tvm
16,16,8,1,3584,128,1,[16; 16; 8; 1; 3584; 128; 1],0.18568247102666646,0.30118111324198127,tvm
4,1,16,1,2048,128,0,[4; 1; 16; 1; 2048; 128; 0],0.14417083899024874,0.3879012824300472,tvm
4,2,8,1,512,128,1,[4; 2; 8; 1; 512; 128; 1],0.1478510140441358,0.3782459910395957,tvm
4,4,8,1,128,128,1,[4; 4; 8; 1; 128; 128; 1],0.13411239604465663,0.4169939169136296,tvm
4,4,32,1,3584,64,1,[4; 4; 32; 1; 3584; 64; 1],0.14768701104912907,0.37866602442600605,tvm
4,1,32,1,1024,128,1,[4; 1; 32; 1; 1024; 128; 1],0.14125915989279747,0.39589682804127163,tvm
4,1,64,1,1024,128,1,[4; 1; 64; 1; 1024; 128; 1],0.13808954297564924,0.4049839845092036,tvm
4,4,8,1,2048,128,0,[4; 4; 8; 1; 2048; 128; 0],0.1491436460055411,0.37496772293776165,tvm
4,1,32,1,1792,64,0,[4; 1; 32; 1; 1792; 64; 0],0.23648510000202805,0.2364802405430775,tvm
16,16,8,1,512,128,1,[16; 16; 8; 1; 512; 128; 1],0.18900274101179093,0.2958901708724135,tvm
4,4,64,1,2048,64,1,[4; 4; 64; 1; 2048; 64; 1],0.2524831739719957,0.22149615934223077,tvm
4,1,32,1,256,64,0,[4; 1; 32; 1; 256; 64; 0],0.2535345839569345,0.22057761296515122,tvm
8,2,32,1,3584,128,1,[8; 2; 32; 1; 3584; 128; 1],0.14076769503299147,0.39727902996654535,tvm
8,4,32,1,3584,128,1,[8; 4; 32; 1; 3584; 128; 1],0.14028295001480728,0.3986518199640825,tvm
16,1,32,1,1792,128,1,[16; 1; 32; 1; 1792; 128; 1],0.20402301393914968,0.27410659343564453,tvm
4,4,8,1,1024,64,0,[4; 4; 8; 1; 1024; 64; 0],0.14939850906375796,0.37432805510439826,tvm
4,4,64,1,896,128,1,[4; 4; 64; 1; 896; 128; 1],0.13971128896810114,0.40028299607272183,tvm
16,2,16,1,3584,64,0,[16; 2; 16; 1; 3584; 64; 0],0.127399574033916,0.4389657795750979,tvm
16,1,16,1,896,128,0,[16; 1; 16; 1; 896; 128; 0],0.2287690950324759,0.24445632975640524,tvm
8,2,32,1,3584,128,0,[8; 2; 32; 1; 3584; 128; 0],0.13016618404071778,0.4296358055317925,tvm
4,4,64,1,1792,128,0,[4; 4; 64; 1; 1792; 128; 0],0.1410789639921859,0.39640249510501696,tvm
16,2,8,1,2048,128,0,[16; 2; 8; 1; 2048; 128; 0],0.12570452690124512,0.4448849592924199,tvm
4,2,32,1,896,128,0,[4; 2; 32; 1; 896; 128; 0],0.14394854102283716,0.38850031362569415,tvm
4,4,64,1,896,128,0,[4; 4; 64; 1; 896; 128; 0],0.1441815880825743,0.3878723634345395,tvm
16,1,32,1,256,64,1,[16; 1; 32; 1; 256; 64; 1],0.1382621789816767,0.4044783160892084,tvm
8,1,32,1,256,64,1,[8; 1; 32; 1; 256; 64; 1],0.12135544093325734,0.4608285619767989,tvm
16,4,16,1,256,64,1,[16; 4; 16; 1; 256; 64; 1],0.1468742600409314,0.38076143034013066,tvm
16,2,16,1,896,64,1,[16; 2; 16; 1; 896; 64; 1],0.13602967595215887,0.4111165666012585,tvm
16,2,16,1,1792,64,1,[16; 2; 16; 1; 1792; 64; 1],0.13293503900058568,0.4206870795974788,tvm
8,4,8,1,128,128,0,[8; 4; 8; 1; 128; 128; 0],0.1311122530605644,0.42653567479692733,tvm
16,8,8,1,1792,128,0,[16; 8; 8; 1; 1792; 128; 0],0.12740283703897148,0.43895453690899067,tvm
8,2,16,1,448,64,1,[8; 2; 16; 1; 448; 64; 1],0.12550119904335588,0.4456057293445755,tvm
16,4,64,1,2048,64,1,[16; 4; 64; 1; 2048; 64; 1],0.12694569304585457,0.44053525560046203,tvm
16,4,64,1,512,128,1,[16; 4; 64; 1; 512; 128; 1],0.14332496491260827,0.39019059497019776,tvm
