kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
16,8,197,1,768,96,6,1,[16; 8; 197; 1; 768; 96; 6; 1],0.011201560373592656,0.6174486715023874,tvm
16,4,1,1,384,192,12,0,[16; 4; 1; 1; 384; 192; 12; 0],0.013639045369927771,0.5071021016381587,tvm
24,2,1,1,192,192,12,1,[24; 2; 1; 1; 192; 192; 12; 1],0.010575239626632538,0.65401719635841,tvm
24,1,197,1,192,96,6,1,[24; 1; 197; 1; 192; 96; 6; 1],0.012170424502983224,0.568294768167965,tvm
16,1,197,1,256,128,8,1,[16; 1; 197; 1; 256; 128; 8; 1],0.012355487808235921,0.5597827199358527,tvm
16,4,197,1,768,96,6,0,[16; 4; 197; 1; 768; 96; 6; 0],0.014248330116970465,0.48541748504204085,tvm
24,24,1,1,256,128,8,1,[24; 24; 1; 1; 256; 128; 8; 1],0.011105258439783938,0.6228030269562222,tvm
24,1,1,1,384,192,12,0,[24; 1; 1; 1; 384; 192; 12; 0],0.018037687754258513,0.3834409745670247,tvm
24,1,197,1,192,96,6,0,[24; 1; 197; 1; 192; 96; 6; 0],0.012614034989383072,0.5483089730803766,tvm
24,2,197,1,192,96,6,1,[24; 2; 197; 1; 192; 96; 6; 1],0.01249963918235153,0.5533270577277101,tvm
24,12,1,1,256,128,8,0,[24; 12; 1; 1; 256; 128; 8; 0],0.011352450936101377,0.6092418818066943,tvm
24,12,1,1,192,192,12,1,[24; 12; 1; 1; 192; 192; 12; 1],0.010702040817704983,0.6462681921364385,tvm
16,1,197,1,384,128,8,1,[16; 1; 197; 1; 384; 128; 8; 1],0.012921941495733336,0.5352437614511935,tvm
24,8,1,1,768,128,8,1,[24; 8; 1; 1; 768; 128; 8; 1],0.0219968893652549,0.31442575614138085,tvm
24,6,1,1,768,128,8,1,[24; 6; 1; 1; 768; 128; 8; 1],0.02204528900620062,0.31373544567654416,tvm
24,8,1,1,192,192,12,1,[24; 8; 1; 1; 192; 192; 12; 1],0.010649436495441478,0.6494605206941373,tvm
24,8,1,1,768,128,8,0,[24; 8; 1; 1; 768; 128; 8; 0],0.02184000049601309,0.3166844512064532,tvm
24,24,1,1,192,192,12,0,[24; 24; 1; 1; 192; 192; 12; 0],0.01025637337443186,0.6743503106732107,tvm
24,3,197,1,192,96,6,0,[24; 3; 197; 1; 192; 96; 6; 0],0.012273135187570006,0.563538856675624,tvm
24,24,1,1,768,192,12,0,[24; 24; 1; 1; 768; 192; 12; 0],0.030734233267139643,0.22503859170039617,tvm
24,2,197,1,384,96,6,1,[24; 2; 197; 1; 384; 96; 6; 1],0.012291403749259189,0.5627012758282736,tvm
16,8,197,1,256,128,8,1,[16; 8; 197; 1; 256; 128; 8; 1],0.014860840499750338,0.46541032262238236,tvm
16,1,197,1,384,192,12,1,[16; 1; 197; 1; 384; 192; 12; 1],0.012342590380285401,0.5603676666185078,tvm
24,3,1,1,768,192,12,0,[24; 3; 1; 1; 768; 192; 12; 0],0.021811747123138048,0.3170946615317954,tvm
24,6,1,1,192,192,12,0,[24; 6; 1; 1; 192; 192; 12; 0],0.010857584748009685,0.6370098628699555,tvm
24,8,197,1,192,96,6,0,[24; 8; 197; 1; 192; 96; 6; 0],0.012481991434469819,0.554109382924949,tvm
16,2,197,1,768,192,12,1,[16; 2; 197; 1; 768; 192; 12; 1],0.011078281379013788,0.6243196335968388,tvm
24,4,1,1,384,192,12,1,[24; 4; 1; 1; 384; 192; 12; 1],0.016398679377743974,0.4217649733926369,tvm
24,24,197,1,768,96,6,1,[24; 24; 197; 1; 768; 96; 6; 1],0.011211374934646301,0.6169081501373204,tvm
24,6,1,1,384,192,12,1,[24; 6; 1; 1; 384; 192; 12; 1],0.016325272881658748,0.42366143718179755,tvm
24,3,197,1,768,96,6,1,[24; 3; 197; 1; 768; 96; 6; 1],0.01217814112897031,0.567934670667868,tvm
16,2,197,1,384,192,12,1,[16; 2; 197; 1; 384; 192; 12; 1],0.011540228755620774,0.5993285504032908,tvm
16,4,197,1,192,192,12,1,[16; 4; 197; 1; 192; 192; 12; 1],0.011111070183687843,0.6224772643037138,tvm
16,1,197,1,384,192,12,0,[16; 1; 197; 1; 384; 192; 12; 0],0.012510578184446786,0.5528432394936839,tvm
16,16,197,1,256,128,8,0,[16; 16; 197; 1; 256; 128; 8; 0],0.01042499281174969,0.6634430062755844,tvm
16,8,197,1,128,128,8,0,[16; 8; 197; 1; 128; 128; 8; 0],0.015010365372290835,0.4607741650443925,tvm
16,8,197,1,256,128,8,0,[16; 8; 197; 1; 256; 128; 8; 0],0.010562714000116102,0.6547927522559588,tvm
24,1,197,1,128,128,8,1,[24; 1; 197; 1; 128; 128; 8; 1],0.011929692562262062,0.5797625157003302,tvm
16,2,197,1,384,192,12,0,[16; 2; 197; 1; 384; 192; 12; 0],0.011718967871274799,0.590187518849832,tvm
24,2,197,1,256,128,8,1,[24; 2; 197; 1; 256; 128; 8; 1],0.011476813997433055,0.6026401205923103,tvm
24,1,197,1,384,128,8,0,[24; 1; 197; 1; 384; 128; 8; 0],0.011944670943194069,0.5790355049813614,tvm
